EXP:2100
('d', 0.57498, 1652026178489945989)
('d', 0.499198, 1652026178490447654)
('d', 0.669972, 1652026178491119255)
('d', 0.785273, 1652026178491906075)
('g', 18.347155, 1652026178510254780)
('d', 3.13491, 1652026178513392826)
('g', 5.304004, 1652026178518698477)
('g', 2.72714, 1652026178521428300)
('g', 3.481525, 1652026178524911564)
('d', 0.41503, 1652026178525328587)
('d', 2.351801, 1652026178527681881)
('i', 0.468625, 1652026178528152101)
('g', 4.433799, 1652026178532587468)
('i', 0.497647, 1652026178533086614)
('d', 0.374199, 1652026178533462463)
('i', 4.700001, 1652026178538164030)
('d', 2.418982, 1652026178540585235)
('g', 2.460986, 1652026178543048325)
('i', 0.291856, 1652026178543341788)
('d', 0.300391, 1652026178543643400)
('i', 0.420078, 1652026178544065075)
('g', 4.952607, 1652026178549019220)
('i', 0.439583, 1652026178549460632)
('d', 0.405545, 1652026178549867710)
('g', 2.290208, 1652026178552159476)
('d', 2.268407, 1652026178554429403)
('i', 2.424468, 1652026178556856109)
('i', 0.277437, 1652026178557135049)
('g', 3.067549, 1652026178560203634)
('i', 0.513152, 1652026178560718401)
('d', 0.257272, 1652026178560977223)
('i', 2.41313, 1652026178563391534)
('d', 0.269963, 1652026178563663039)
('i', 0.462908, 1652026178564127141)
('i', 2.320945, 1652026178566449522)
('g', 2.367484, 1652026178568818604)
('d', 0.3753, 1652026178569204063)
('g', 2.313366, 1652026178571519012)
('d', 2.989825, 1652026178574510573)
('d', 0.301343, 1652026178574813580)
('d', 0.468627, 1652026178575283925)
('d', 2.34872, 1652026178577634452)
('g', 4.275126, 1652026178581911420)
('g', 4.807772, 1652026178586720592)
('i', 0.503849, 1652026178587226168)
('g', 2.275727, 1652026178589503506)
('g', 2.247088, 1652026178591752072)
('i', 0.286209, 1652026178592040570)
('i', 0.366698, 1652026178592408351)
('g', 5.010541, 1652026178597420407)
('g', 2.288913, 1652026178599710966)
('g', 2.283443, 1652026178601995893)
('d', 2.185794, 1652026178604183252)
('d', 0.255571, 1652026178604440474)
('i', 3.224986, 1652026178607666657)
('d', 0.323493, 1652026178607991673)
('g', 2.311634, 1652026178610304977)
('d', 0.412805, 1652026178610719394)
('d', 0.370464, 1652026178611091339)
('d', 0.386177, 1652026178611479806)
('i', 0.359294, 1652026178611840681)
('d', 0.316831, 1652026178612159407)
('i', 0.314176, 1652026178612475148)
('g', 4.109807, 1652026178616586144)
('i', 3.279858, 1652026178619867672)
('d', 2.090989, 1652026178621962370)
('d', 2.266249, 1652026178624235239)
('i', 0.53668, 1652026178624773433)
('g', 14.352, 1652026178639127010)
('d', 2.859799, 1652026178641993117)
('d', 2.300477, 1652026178644296239)
('i', 5.176922, 1652026178649475481)
('i', 0.391342, 1652026178649868771)
('d', 2.551763, 1652026178652481210)
('g', 2.361299, 1652026178654844052)
('i', 0.32558, 1652026178655171485)
('i', 0.249863, 1652026178655422474)
('g', 2.334772, 1652026178657758362)
('i', 0.284357, 1652026178658044528)
('d', 0.267567, 1652026178658313243)
('g', 5.621328, 1652026178663935634)
('d', 1.736603, 1652026178665673886)
('g', 2.232024, 1652026178667907475)
('d', 0.311969, 1652026178668221044)
('g', 2.156971, 1652026178670379498)
('i', 0.320405, 1652026178670701448)
('d', 3.607348, 1652026178674310466)
('g', 2.343475, 1652026178676655723)
('g', 2.32657, 1652026178678983907)
('g', 3.232166, 1652026178682219294)
('i', 0.303239, 1652026178682524233)
('d', 4.411514, 1652026178686937311)
('d', 0.722175, 1652026178687661063)
('i', 0.590804, 1652026178688253299)
('g', 2.456702, 1652026178690711635)
('g', 4.401482, 1652026178695114888)
('i', 2.908679, 1652026178698025166)
('i', 0.392087, 1652026178698418896)
('g', 5.53838, 1652026178703958898)
('d', 1.103317, 1652026178705063733)
('i', 0.47557, 1652026178705540933)
('d', 2.075871, 1652026178707618414)
('d', 3.160224, 1652026178710780282)
('d', 0.356673, 1652026178711138495)
('i', 2.9178, 1652026178714058088)
('i', 3.252562, 1652026178717312110)
('d', 0.293391, 1652026178717607137)
('d', 0.348176, 1652026178717958405)
('i', 0.29938, 1652026178718259473)
('d', 0.492325, 1652026178718752982)
('d', 0.344626, 1652026178719099273)
('g', 5.272145, 1652026178724372812)
('i', 3.983213, 1652026178728357593)
('i', 0.498761, 1652026178728858106)
('i', 0.600943, 1652026178729460706)
('g', 4.15264, 1652026178733614950)
('d', 1.586978, 1652026178735203690)
('i', 5.507346, 1652026178740712777)
('d', 0.419688, 1652026178741134186)
('d', 0.467757, 1652026178741603537)
('g', 2.35514, 1652026178743960180)
('i', 0.523999, 1652026178744485909)
('g', 2.1647, 1652026178746652296)
('i', 0.279158, 1652026178746933177)
('d', 0.281226, 1652026178747215947)
('i', 2.170278, 1652026178749387595)
('i', 8.796926, 1652026178758186282)
('g', 2.676097, 1652026178760865741)
('g', 6.493749, 1652026178767361123)
('g', 7.542631, 1652026178774905453)
('g', 2.290407, 1652026178777197787)
('d', 0.768565, 1652026178777968244)
('d', 1.172548, 1652026178779142327)
('i', 0.331842, 1652026178779475754)
('i', 4.611216, 1652026178784088639)
('g', 7.495517, 1652026178791585595)
('i', 3.889027, 1652026178795476108)
('d', 2.327083, 1652026178797804732)
('i', 1.281767, 1652026178799088026)
('g', 2.366154, 1652026178801455750)
('i', 0.298883, 1652026178801756089)
('i', 5.067478, 1652026178806825196)
('i', 2.8952, 1652026178809722086)
('g', 2.222547, 1652026178811946144)
('i', 0.594343, 1652026178812542029)
('d', 0.318194, 1652026178812861809)
('d', 0.291553, 1652026178813154895)
('i', 0.261125, 1652026178813417495)
('i', 2.312658, 1652026178815731555)
('i', 0.516135, 1652026178816250651)
('g', 4.044, 1652026178820296304)
('i', 0.730208, 1652026178821028127)
('g', 2.086907, 1652026178823118293)
('i', 0.284688, 1652026178823405010)
('g', 2.480378, 1652026178825886933)
('d', 2.088081, 1652026178827976849)
('i', 2.693201, 1652026178830671764)
('d', 2.19401, 1652026178832867625)
('i', 2.193733, 1652026178835063303)
('i', 0.298115, 1652026178835363257)
('i', 0.270106, 1652026178835634642)
('d', 0.608314, 1652026178836244376)
('g', 2.228171, 1652026178838473903)
('g', 2.724691, 1652026178841200428)
('g', 3.84255, 1652026178845044643)
('g', 2.404771, 1652026178847451279)
('d', 1.063277, 1652026178848516496)
('g', 4.396311, 1652026178852914287)
('g', 2.172972, 1652026178855088994)
('d', 0.266726, 1652026178855357546)
('g', 2.374283, 1652026178857733184)
('d', 0.561017, 1652026178858295986)
('i', 2.242869, 1652026178860540667)
('d', 0.367306, 1652026178860909565)
('g', 4.79114, 1652026178865704055)
('d', 0.45105, 1652026178866156944)
('g', 3.918686, 1652026178870077020)
('g', 2.765882, 1652026178872844459)
('i', 2.123771, 1652026178874969755)
('i', 2.190999, 1652026178877162275)
('g', 2.274955, 1652026178879438665)
('g', 2.23692, 1652026178881677258)
('d', 0.396006, 1652026178882074904)
('d', 0.659935, 1652026178882736481)
('i', 2.215994, 1652026178884954032)
('g', 4.125742, 1652026178889081276)
('g', 2.182928, 1652026178891265655)
('d', 0.298392, 1652026178891565726)
('g', 2.728631, 1652026178894295420)
('d', 0.370189, 1652026178894667107)
('d', 1.960056, 1652026178896628819)
('d', 0.312831, 1652026178896943255)
('d', 0.267061, 1652026178897211676)
('d', 2.258465, 1652026178899471231)
('i', 0.264826, 1652026178899737465)
('d', 0.295305, 1652026178900034249)
('i', 2.089387, 1652026178902125258)
('g', 4.283674, 1652026178906410591)
('d', 0.292008, 1652026178906704209)
('d', 2.221704, 1652026178908927007)
('g', 3.887253, 1652026178912815773)
('g', 2.963781, 1652026178915781056)
('g', 2.222158, 1652026178918006430)
('d', 0.247701, 1652026178918255909)
