EXP:7100
('g', 1.049581, 1651986196838692780)
('g', 0.263418, 1651986196838958044)
('i', 0.264733, 1651986196839224085)
('g', 0.318527, 1651986196839543932)
('g', 0.253459, 1651986196839798556)
('g', 0.267318, 1651986196840067444)
('g', 0.262835, 1651986196840331411)
('d', 0.258368, 1651986196840590844)
('g', 0.329702, 1651986196840921619)
('i', 0.190782, 1651986196841113883)
('g', 0.256556, 1651986196841371746)
('d', 0.298272, 1651986196841671229)
('g', 0.264783, 1651986196841937173)
('g', 0.322939, 1651986196842261169)
('g', 0.293398, 1651986196842555698)
('g', 0.278975, 1651986196842836098)
('i', 0.376164, 1651986196843213739)
('g', 0.291612, 1651986196843507148)
('g', 0.35827, 1651986196843866928)
('g', 0.269369, 1651986196844137631)
('g', 0.218546, 1651986196844357292)
('i', 0.309389, 1651986196844668238)
('i', 0.275151, 1651986196844944820)
('d', 0.282729, 1651986196845228811)
('g', 0.211093, 1651986196845441332)
('g', 0.2297, 1651986196845672138)
('g', 0.407618, 1651986196846081102)
('g', 0.304229, 1651986196846386412)
('g', 0.192467, 1651986196846580002)
('g', 0.236452, 1651986196846817662)
('i', 0.281915, 1651986196847100884)
('g', 0.324152, 1651986196847426308)
('g', 0.270507, 1651986196847698383)
('g', 0.194173, 1651986196847893636)
('g', 0.234293, 1651986196848129243)
('g', 0.297415, 1651986196848427778)
('d', 0.244533, 1651986196848674173)
('g', 0.464359, 1651986196849140129)
('g', 0.272828, 1651986196849414515)
('g', 0.336228, 1651986196849752335)
('g', 0.268192, 1651986196850022106)
('g', 0.227043, 1651986196850250422)
('g', 0.348466, 1651986196850600209)
('g', 0.365309, 1651986196850967332)
('g', 0.313852, 1651986196851282454)
('d', 0.19628, 1651986196851480235)
('g', 0.311881, 1651986196851793085)
('g', 0.277667, 1651986196852073027)
('g', 0.246643, 1651986196852320772)
('i', 0.27441, 1651986196852596374)
('g', 0.274391, 1651986196852872276)
('g', 0.295609, 1651986196853168923)
('g', 0.313481, 1651986196853483604)
('g', 0.39822, 1651986196853882889)
('i', 0.375812, 1651986196854259862)
('g', 0.201772, 1651986196854462901)
('g', 0.25146, 1651986196854715851)
('g', 0.347295, 1651986196855064437)
('d', 0.201323, 1651986196855267035)
('i', 0.252835, 1651986196855521920)
('g', 0.329968, 1651986196855853068)
('g', 0.268015, 1651986196856122740)
('g', 0.255376, 1651986196856379270)
('g', 0.28843, 1651986196856668970)
('g', 0.286246, 1651986196856956475)
('i', 0.267931, 1651986196857225896)
('g', 0.211808, 1651986196857438819)
('g', 0.204421, 1651986196857644291)
('g', 0.235322, 1651986196857880793)
('g', 0.276478, 1651986196858158569)
('i', 0.303004, 1651986196858462749)
('i', 0.304577, 1651986196858768876)
('d', 0.268718, 1651986196859038804)
('i', 0.214768, 1651986196859256217)
('g', 0.256758, 1651986196859514130)
('d', 0.255216, 1651986196859770452)
('i', 0.304283, 1651986196860075992)
('g', 0.271034, 1651986196860348531)
('d', 0.23447, 1651986196860584448)
('g', 0.276007, 1651986196860861571)
('g', 0.261144, 1651986196861124169)
('g', 0.237347, 1651986196861362996)
('g', 0.286608, 1651986196861650684)
('d', 0.25774, 1651986196861909905)
('g', 0.438887, 1651986196862349890)
('g', 0.408348, 1651986196862759412)
('g', 0.308616, 1651986196863069135)
('g', 0.275854, 1651986196863346282)
('d', 0.312615, 1651986196863660465)
('d', 0.273667, 1651986196863936120)
('g', 0.248011, 1651986196864185286)
('d', 0.330948, 1651986196864517774)
('d', 0.243695, 1651986196864762607)
('g', 0.38857, 1651986196865152404)
('i', 0.390831, 1651986196865544722)
('g', 0.364835, 1651986196865910714)
('g', 0.277723, 1651986196866189681)
('d', 0.331367, 1651986196866522310)
('g', 0.268228, 1651986196866792108)
('g', 0.20782, 1651986196867001270)
('d', 0.314586, 1651986196867317370)
('g', 0.239245, 1651986196867558274)
('d', 0.229321, 1651986196867788850)
('i', 0.327207, 1651986196868117441)
('g', 0.361507, 1651986196868480285)
('i', 0.322918, 1651986196868804728)
('g', 0.299749, 1651986196869105826)
('d', 0.294062, 1651986196869401979)
('g', 0.26797, 1651986196869671470)
('g', 0.20654, 1651986196869879246)
('d', 0.214661, 1651986196870095173)
('i', 0.292566, 1651986196870388882)
('g', 0.246763, 1651986196870636980)
('g', 0.358197, 1651986196870996600)
('g', 0.206347, 1651986196871204108)
('i', 0.267785, 1651986196871472958)
('g', 0.254706, 1651986196871728951)
('g', 0.323149, 1651986196872053722)
('i', 0.194838, 1651986196872250063)
('d', 0.28414, 1651986196872535492)
('i', 0.262643, 1651986196872799309)
('g', 0.314654, 1651986196873115540)
('g', 0.248538, 1651986196873365680)
('d', 0.252192, 1651986196873618988)
('g', 0.380647, 1651986196874000617)
('i', 0.240434, 1651986196874242418)
('i', 0.23923, 1651986196874482642)
('g', 0.319215, 1651986196874804310)
('g', 0.295734, 1651986196875101411)
('g', 0.265623, 1651986196875368340)
('g', 0.383085, 1651986196875752661)
('i', 0.27969, 1651986196876033590)
('i', 0.327673, 1651986196876362858)
('g', 0.342165, 1651986196876706315)
('g', 0.307172, 1651986196877016223)
('g', 0.339706, 1651986196877357335)
('d', 0.428632, 1651986196877787366)
('g', 0.267277, 1651986196878056013)
('i', 0.456789, 1651986196878513822)
('g', 0.335584, 1651986196878850927)
('g', 0.41333, 1651986196879265389)
('d', 0.25788, 1651986196879524749)
('g', 0.296382, 1651986196879822088)
('g', 0.479682, 1651986196880303174)
('g', 0.309847, 1651986196880614632)
('g', 0.34375, 1651986196880959585)
('d', 0.34639, 1651986196881307210)
('g', 0.346743, 1651986196881655295)
('g', 0.261815, 1651986196881918552)
('g', 0.293838, 1651986196882213935)
('g', 0.226397, 1651986196882441648)
('i', 0.523839, 1651986196882966960)
('g', 0.338573, 1651986196883306782)
('g', 0.266285, 1651986196883574543)
('d', 0.353763, 1651986196883929534)
('g', 0.367444, 1651986196884298526)
('g', 0.327854, 1651986196884627484)
('i', 0.353191, 1651986196884981729)
('g', 0.230094, 1651986196885213266)
('i', 0.338168, 1651986196885553101)
('g', 0.398941, 1651986196885953383)
('g', 0.318762, 1651986196886273408)
('i', 0.368494, 1651986196886643082)
('g', 0.529829, 1651986196887174469)
('g', 0.39006, 1651986196887565702)
('d', 0.273048, 1651986196887840129)
('g', 0.316309, 1651986196888157687)
('d', 0.320048, 1651986196888479189)
('i', 0.353067, 1651986196888833762)
('g', 0.412647, 1651986196889247612)
('i', 0.335493, 1651986196889584195)
('d', 0.407297, 1651986196889992714)
('g', 0.392951, 1651986196890386801)
('g', 0.225744, 1651986196890614046)
('d', 0.331017, 1651986196890947581)
('g', 0.333296, 1651986196891282123)
('g', 0.432445, 1651986196891719413)
('d', 0.400513, 1651986196892121145)
('g', 0.224894, 1651986196892347559)
('g', 0.388697, 1651986196892737756)
('g', 0.233741, 1651986196892973032)
('g', 0.256397, 1651986196893230651)
('g', 0.344516, 1651986196893576121)
('d', 0.291098, 1651986196893868452)
('g', 0.303549, 1651986196894173430)
('g', 0.235292, 1651986196894409925)
('g', 0.28459, 1651986196894695510)
('d', 0.343734, 1651986196895040819)
('i', 0.354873, 1651986196895397209)
('g', 0.446857, 1651986196895845510)
('g', 0.29944, 1651986196896146453)
('g', 0.320894, 1651986196896468475)
('g', 0.391315, 1651986196896861400)
('d', 0.406667, 1651986196897269616)
('d', 0.491236, 1651986196897762186)
('g', 0.304219, 1651986196898067798)
('g', 0.377504, 1651986196898446690)
('g', 0.428933, 1651986196898877198)
('g', 0.44754, 1651986196899325997)
('g', 0.317051, 1651986196899644195)
('i', 0.604836, 1651986196900250758)
('d', 0.567662, 1651986196900819583)
('g', 1.368684, 1651986196902191872)
('g', 0.391404, 1651986196902635639)
('g', 0.509612, 1651986196903146678)
('g', 0.352316, 1651986196903500162)
('d', 0.371905, 1651986196903873317)
('g', 0.409376, 1651986196904283880)
('g', 0.338994, 1651986196904624194)
('g', 0.507209, 1651986196905132890)
('i', 0.381062, 1651986196905515502)
('g', 0.722497, 1651986196906239303)
('g', 0.370742, 1651986196906611227)
('i', 0.406006, 1651986196907018416)
('g', 0.485397, 1651986196907504992)
('d', 0.713179, 1651986196908219377)
('g', 1.360879, 1651986196909581784)
('g', 0.466314, 1651986196910049288)
('d', 0.412574, 1651986196910463430)
('d', 0.42113, 1651986196910885990)
('i', 0.435642, 1651986196911322927)
('g', 0.326014, 1651986196911650578)
('g', 0.407511, 1651986196912059294)
('d', 0.377132, 1651986196912437559)
('g', 0.58035, 1651986196913019192)
('g', 0.228707, 1651986196913249460)
('g', 0.414197, 1651986196913665140)
('g', 0.347976, 1651986196914014539)
('g', 0.42131, 1651986196914436937)
('g', 0.454247, 1651986196914892699)
('g', 0.401295, 1651986196915295136)
('g', 0.629457, 1651986196915926095)
('g', 0.511946, 1651986196916439602)
('g', 0.368917, 1651986196916809817)
('g', 0.397542, 1651986196917209109)
('g', 0.362135, 1651986196917572374)
('g', 0.394907, 1651986196917968767)
('g', 0.577029, 1651986196918547025)
('d', 0.517598, 1651986196919065889)
('g', 0.304251, 1651986196919371640)
('g', 0.510759, 1651986196919883691)
('g', 0.555485, 1651986196920440354)
('g', 0.545562, 1651986196920987370)
('g', 0.5468, 1651986196921535700)
('g', 0.57301, 1651986196922109871)
('i', 0.407491, 1651986196922518942)
('i', 0.51801, 1651986196923038148)
('g', 0.44162, 1651986196923480900)
('g', 0.544423, 1651986196924026795)
('g', 0.970652, 1651986196924998919)
('d', 0.461445, 1651986196925462024)
('g', 0.528061, 1651986196925991583)
('g', 0.486959, 1651986196926479678)
('i', 0.483777, 1651986196926964877)
('g', 0.499687, 1651986196927465769)
('g', 0.483138, 1651986196927950084)
('g', 0.63796, 1651986196928589579)
('g', 0.505142, 1651986196929096195)
('d', 0.745984, 1651986196929843485)
('g', 0.50097, 1651986196930356249)
('i', 0.50432, 1651986196930861886)
('g', 0.637462, 1651986196931500575)
('g', 0.519418, 1651986196932021587)
('d', 0.511919, 1651986196932534796)
('g', 0.358054, 1651986196932894198)
('g', 0.592973, 1651986196933488619)
('g', 0.517487, 1651986196934007240)
('g', 0.599879, 1651986196934608231)
('d', 0.639332, 1651986196935248696)
('d', 0.479852, 1651986196935729703)
('d', 0.540824, 1651986196936272147)
('g', 0.406293, 1651986196936679710)
('g', 0.50088, 1651986196937181817)
('g', 0.550411, 1651986196937733472)
('g', 0.450305, 1651986196938185231)
('g', 0.472413, 1651986196938658847)
('d', 0.553565, 1651986196939213597)
('g', 0.654469, 1651986196939869594)
('g', 0.385523, 1651986196940256335)
('g', 0.389057, 1651986196940646607)
('g', 0.314317, 1651986196940962273)
('g', 0.490986, 1651986196941454632)
('d', 0.587768, 1651986196942043521)
('g', 0.576248, 1651986196942621157)
('i', 0.516732, 1651986196943142521)
('g', 0.48745, 1651986196943631413)
('g', 0.487614, 1651986196944120545)
('g', 0.402392, 1651986196944524478)
('g', 0.530421, 1651986196945056103)
('g', 0.360328, 1651986196945417578)
('d', 0.521328, 1651986196945940420)
('i', 0.501975, 1651986196946443987)
('g', 0.524553, 1651986196946969907)
('g', 0.441326, 1651986196947412626)
('d', 0.489753, 1651986196947904044)
('g', 0.426194, 1651986196948331862)
('d', 0.304275, 1651986196948637538)
('g', 0.425652, 1651986196949064486)
('d', 0.557971, 1651986196949623657)
('g', 0.5614, 1651986196950186301)
('i', 0.506563, 1651986196950694154)
('g', 0.438161, 1651986196951133661)
('g', 0.556505, 1651986196951691426)
('g', 0.384352, 1651986196952077028)
('g', 0.547201, 1651986196952625465)
('i', 0.479171, 1651986196953105726)
('d', 0.408267, 1651986196953515378)
('g', 0.377875, 1651986196953894518)
('g', 0.495973, 1651986196954391965)
('g', 0.43222, 1651986196954825800)
('d', 0.451112, 1651986196955280072)
('g', 0.746296, 1651986196956027593)
('g', 0.417482, 1651986196956446398)
('i', 0.462763, 1651986196956910673)
('g', 0.451474, 1651986196957363337)
('g', 0.495975, 1651986196957860477)
('d', 0.56788, 1651986196958429899)
('g', 0.334752, 1651986196958766000)
('g', 0.426224, 1651986196959193462)
('g', 0.320029, 1651986196959514817)
('g', 0.52115, 1651986196960037142)
('d', 0.526214, 1651986196960564623)
('d', 0.267897, 1651986196960833786)
('d', 0.460563, 1651986196961295493)
('g', 0.306627, 1651986196961603335)
('g', 0.358382, 1651986196961962847)
('i', 0.250101, 1651986196962214556)
('g', 0.419062, 1651986196962634817)
('g', 0.305119, 1651986196962941576)
('g', 0.450792, 1651986196963393740)
('g', 0.363298, 1651986196963758573)
('i', 0.397323, 1651986196964157090)
('g', 0.522618, 1651986196964680841)
('g', 0.32781, 1651986196965013229)
('g', 0.505743, 1651986196965520278)
('i', 0.33549, 1651986196965857043)
('g', 0.423557, 1651986196966282058)
('g', 0.300948, 1651986196966584558)
('g', 0.49311, 1651986196967078979)
('d', 0.423758, 1651986196967503957)
('d', 0.397231, 1651986196967902315)
('g', 1.267114, 1651986196969170642)
('g', 0.404112, 1651986196969576129)
('i', 0.419216, 1651986196969996708)
('g', 0.305118, 1651986196970303079)
('g', 0.617676, 1651986196970922092)
('d', 0.365841, 1651986196971289398)
('g', 0.428442, 1651986196971719104)
('g', 0.448794, 1651986196972169338)
('g', 0.310218, 1651986196972480755)
('g', 0.528992, 1651986196973010934)
('g', 0.360955, 1651986196973373249)
('g', 0.508563, 1651986196973883201)
('i', 0.301192, 1651986196974185757)
('i', 0.478284, 1651986196974665369)
('g', 0.556904, 1651986196975224014)
('g', 0.4178, 1651986196975643181)
('d', 0.527397, 1651986196976171691)
('d', 0.405137, 1651986196976577966)
('d', 0.464595, 1651986196977043748)
('g', 0.406508, 1651986196977451497)
('g', 0.579811, 1651986196978032432)
('d', 0.34128, 1651986196978374966)
('g', 0.479034, 1651986196978855188)
('g', 0.453867, 1651986196979310165)
('g', 0.389778, 1651986196979701309)
('g', 0.364849, 1651986196980067691)
('g', 0.309387, 1651986196980378361)
('d', 1.245269, 1651986196981625040)
('g', 0.373302, 1651986196981999545)
('d', 0.461652, 1651986196982462369)
('g', 0.276828, 1651986196982740392)
('g', 0.282412, 1651986196983023916)
('g', 0.508864, 1651986196983533935)
('d', 0.40689, 1651986196983942050)
('g', 0.339299, 1651986196984282466)
('g', 0.513898, 1651986196984798249)
('g', 0.400967, 1651986196985200551)
('i', 0.376841, 1651986196985578704)
('g', 0.392022, 1651986196985972071)
('g', 0.29543, 1651986196986268866)
('g', 0.481944, 1651986196986752285)
('g', 0.511192, 1651986196987264717)
('g', 0.389308, 1651986196987655272)
('g', 0.533677, 1651986196988190244)
('g', 0.316837, 1651986196988508278)
('i', 0.352376, 1651986196988861895)
('g', 0.401972, 1651986196989265157)
('g', 0.311135, 1651986196989577394)
('g', 0.480559, 1651986196990059161)
('g', 0.280323, 1651986196990340632)
('d', 0.655766, 1651986196990997600)
('d', 0.254448, 1651986196991253638)
('g', 0.351555, 1651986196991606438)
('g', 0.459975, 1651986196992067872)
('g', 0.81319, 1651986196992882162)
('g', 0.317332, 1651986196993200563)
('d', 0.440445, 1651986196993642495)
('g', 0.465309, 1651986196994109362)
('d', 0.431495, 1651986196994542049)
('g', 0.464323, 1651986196995007677)
('g', 0.533535, 1651986196995542288)
('g', 0.434832, 1651986196995978253)
('g', 0.309079, 1651986196996288957)
('g', 0.410503, 1651986196996700926)
('g', 0.544159, 1651986196997246259)
('g', 0.462267, 1651986196997709944)
('g', 0.292156, 1651986196998003273)
('g', 0.523974, 1651986196998528467)
('g', 0.506456, 1651986196999036129)
('d', 0.582693, 1651986196999620245)
('g', 0.497914, 1651986197000119284)
('g', 0.270535, 1651986197000390989)
('i', 0.491685, 1651986197000883954)
('d', 0.604381, 1651986197001489627)
('g', 0.403383, 1651986197001894545)
('d', 0.327497, 1651986197002223470)
('i', 0.333008, 1651986197002558084)
('g', 0.478155, 1651986197003037494)
('i', 0.365645, 1651986197003404291)
('g', 0.742021, 1651986197004147847)
('i', 0.393448, 1651986197004542413)
('d', 0.284198, 1651986197004827791)
('d', 0.270435, 1651986197005099446)
('g', 0.453122, 1651986197005553823)
('g', 0.588145, 1651986197006164828)
('g', 0.526885, 1651986197006693135)
('g', 0.319491, 1651986197007014135)
('g', 0.257215, 1651986197007272659)
('g', 0.249124, 1651986197007523018)
('i', 0.746462, 1651986197008270720)
('g', 0.526513, 1651986197008798413)
('i', 0.427439, 1651986197009227244)
('g', 0.33059, 1651986197009559447)
('g', 0.555926, 1651986197010116571)
('d', 0.348746, 1651986197010466904)
('g', 0.528293, 1651986197010996455)
('g', 0.517359, 1651986197011515369)
('g', 0.383694, 1651986197011900714)
('g', 0.338398, 1651986197012240358)
('g', 0.357062, 1651986197012599065)
('g', 0.559677, 1651986197013160414)
('d', 0.408957, 1651986197013570731)
('i', 0.237686, 1651986197013809980)
('g', 0.593555, 1651986197014404932)
